1	1	40
2	1	10
3	1	00
4	1	10
5	1	40
6	1	30
7	1	00
8	1	20
9	1	20
10	1	20
11	1	50
12	1	00
13	1	40
14	1	10
15	1	30
16	1	40
17	1	00
18	1	20
19	1	00
20	1	30
21	1	00
22	1	40
23	1	10
24	1	10
25	1	30
26	1	10
27	1	20
28	1	40
29	1	30
30	1	40
31	1	20
32	1	30
33	1	00
34	1	00
35	1	30
36	1	50
37	1	30
38	1	20
39	1	50
40	1	20
41	1	10
42	1	00
43	1	20
44	1	10
45	1	40
46	1	00
47	1	10
48	1	10
49	1	00
50	1	50
51	1	00
52	1	50
53	1	20
54	1	30
55	1	20
56	1	40
57	1	20
58	1	00
59	1	40
60	1	00
61	1	40
62	1	30
63	1	40
64	1	50
65	1	50
66	1	20
67	1	10
68	1	30
69	1	50
70	1	30
71	1	50
72	1	20
73	1	20
74	1	10
75	1	10
76	1	10
77	1	00
78	1	20
79	1	00
80	1	10
81	1	40
82	1	30
83	1	40
84	1	10
85	1	10
86	1	40
87	1	10
88	1	40
89	1	00
90	1	00
91	1	30
92	1	50
93	1	20
94	1	20
95	1	40
96	1	40
97	1	10
98	1	00
99	1	50
100	1	40
101	1	50
102	1	20
103	1	10
104	1	30
105	1	40
106	1	10
107	1	00
108	1	10
109	1	20
110	1	00
111	1	00
112	1	00
113	1	40
114	1	20
115	1	40
116	1	30
117	1	00
118	1	50
119	1	40
120	1	40
121	1	40
122	1	10
123	1	40
124	1	10
125	1	30
126	1	30
127	1	20
128	1	20
129	1	30
130	1	30
131	1	40
132	1	30
133	1	50
134	1	50
135	1	00
136	1	30
137	1	20
138	1	20
139	1	50
140	1	50
141	1	10
142	1	30
143	1	30
144	1	00
145	1	50
146	1	40
147	1	20
148	1	10
149	1	00
150	1	20
151	1	50
152	1	40
153	1	00
154	1	50
155	1	50
156	1	50
157	1	10
158	1	50
159	1	10
160	1	30
161	1	50
162	1	10
163	1	40
164	1	50
165	1	10
166	1	30
167	1	00
168	1	30
169	1	00
170	1	40
171	1	20
172	1	00
173	1	10
174	1	30
175	1	00
176	1	40
177	1	10
178	1	20
179	1	30
180	1	20
181	1	20
182	1	40
183	1	20
184	1	00
185	1	40
186	1	20
187	1	10
188	1	30
189	1	00
190	1	50
191	1	50
192	1	10
193	1	00
194	1	10
195	1	10
196	1	20
197	1	50
198	1	30
199	1	50
200	1	50
201	1	50
202	1	50
203	1	20
204	1	10
205	1	50
206	1	20
207	1	00
208	1	50
209	1	30
210	1	10
211	1	30
212	1	00
213	1	20
214	1	00
215	1	40
216	1	50
217	1	50
218	1	20
219	1	50
220	1	30
221	1	50
222	1	00
223	1	30
224	1	40
225	1	00
226	1	50
227	1	00
228	1	10
229	1	40
230	1	30
231	1	20
232	1	50
233	1	20
234	1	10
235	1	00
236	1	20
237	1	10
238	1	30
239	1	00
240	1	30
241	1	10
242	1	50
243	1	30
244	1	20
245	1	50
246	1	50
247	1	10
248	1	50
249	1	40
250	1	10
251	1	20
252	1	00
253	1	20
254	1	20
255	1	40
256	1	50
257	1	00
258	1	00
259	1	50
260	1	10
261	1	30
262	1	50
263	1	00
264	1	20
265	1	20
266	1	10
267	1	30
268	1	40
269	1	00
270	1	40
271	1	40
272	1	00
273	1	50
274	1	00
275	1	10
276	1	00
277	1	40
278	1	40
279	1	40
280	1	50
281	1	00
282	1	40
283	1	20
284	1	40
285	1	30
286	1	30
287	1	30
288	1	20
289	1	40
290	1	50
291	1	20
292	1	10
293	1	20
294	1	50
295	1	40
296	1	10
297	1	00
298	1	50
299	1	00
300	1	10
301	1	30
302	1	50
303	1	30
304	1	10
305	1	10
306	1	20
307	1	10
308	1	50
309	1	20
310	1	50
311	1	10
312	1	50
313	1	40
314	1	40
315	1	20
316	1	30
317	1	00
318	1	10
319	1	10
320	1	00
321	1	30
322	1	10
323	1	20
324	1	50
325	1	40
326	1	10
327	1	40
328	1	10
329	1	50
330	1	50
331	1	50
332	1	10
333	1	40
334	1	40
335	1	30
336	1	10
337	1	10
338	1	10
339	1	10
340	1	20
341	1	00
342	1	20
343	1	40
344	1	20
345	1	20
346	1	10
347	1	30
348	1	00
349	1	20
350	1	40
351	1	50
352	1	10
353	1	10
354	1	50
355	1	20
356	1	10
357	1	10
358	1	10
359	1	00
360	1	00
361	1	50
362	1	50
363	1	50
364	1	50
365	1	20
366	1	00
367	1	30
368	1	30
369	1	20
370	1	40
371	1	10
372	1	50
373	1	30
374	1	10
375	1	00
376	1	10
377	1	10
378	1	00
379	1	10
380	1	30
381	1	10
382	1	10
383	1	10
384	1	20
385	1	10
386	1	00
387	1	20
388	1	20
389	1	20
390	1	40
391	1	50
392	1	50
393	1	10
394	1	20
395	1	00
396	1	00
397	1	20
398	1	00
399	1	00
400	1	40
401	1	10
402	1	20
403	1	00
404	1	20
405	1	50
406	1	20
407	1	40
408	1	50
409	1	00
410	1	50
411	1	20
412	1	30
413	1	40
414	1	40
415	1	00
416	1	30
417	1	50
418	1	20
419	1	30
420	1	00
421	1	00
422	1	30
423	1	50
424	1	20
425	1	20
426	1	00
427	1	20
428	1	50
429	1	50
430	1	10
431	1	50
432	1	10
433	1	30
434	1	20
435	1	30
436	1	00
437	1	50
438	1	30
439	1	40
440	1	20
441	1	30
442	1	50
443	1	50
444	1	30
445	1	20
446	1	10
447	1	20
448	1	30
449	1	40
450	1	40
451	1	30
452	1	40
453	1	20
454	1	10
455	1	10
456	1	20
457	1	20
458	1	00
459	1	40
460	1	50
461	1	30
462	1	20
463	1	00
464	1	10
465	1	10
466	1	30
467	1	00
468	1	40
469	1	40
470	1	20
471	1	30
472	1	40
473	1	30
474	1	40
475	1	30
476	1	30
477	1	10
478	1	50
479	1	30
480	1	50
481	1	10
482	1	20
483	1	30
484	1	10
485	1	10
486	1	30
487	1	10
488	1	20
489	1	00
490	1	30
491	1	20
492	1	10
493	1	20
494	1	30
495	1	40
496	1	00
497	1	40
498	1	30
499	1	00
500	1	20
1	2	50
2	2	20
3	2	40
4	2	40
5	2	10
6	2	00
7	2	00
8	2	50
9	2	10
10	2	20
11	2	10
12	2	40
13	2	30
14	2	40
15	2	30
16	2	30
17	2	50
18	2	10
19	2	30
20	2	20
21	2	50
22	2	20
23	2	10
24	2	10
25	2	30
26	2	50
27	2	40
28	2	50
29	2	20
30	2	50
31	2	40
32	2	10
33	2	10
34	2	40
35	2	10
36	2	30
37	2	00
38	2	50
39	2	10
40	2	20
41	2	00
42	2	00
43	2	30
44	2	00
45	2	20
46	2	10
47	2	40
48	2	20
49	2	10
50	2	20
51	2	40
52	2	40
53	2	30
54	2	50
55	2	00
56	2	50
57	2	40
58	2	50
59	2	30
60	2	20
61	2	30
62	2	30
63	2	40
64	2	10
65	2	50
66	2	50
67	2	20
68	2	40
69	2	40
70	2	00
71	2	00
72	2	00
73	2	10
74	2	40
75	2	00
76	2	50
77	2	50
78	2	30
79	2	00
80	2	20
81	2	40
82	2	00
83	2	50
84	2	50
85	2	10
86	2	30
87	2	00
88	2	20
89	2	10
90	2	20
91	2	30
92	2	30
93	2	40
94	2	50
95	2	50
96	2	50
